ID,Judul,Penulis,Abstrak,Info_24
12628,SKRIPSI IMPLEMENTASI PENGEMBANGAN MODUL HASIL IDENTIFIKASI PTERIDOPHYTA DI KAWASAN AIR TERJUN SEKAR LANGIT SEBAGAI ALTERNATIF BAHAN AJAR BIOLOGI MATERI KEANEKARAGAMAN HAYATI,UMU FAJRIYATI,"ABSTRAK Fajriyati, Umu. 2022. “Pengembangan Modul Hasil Identifikasi Pteridophyta di Kawasan Air Terjun Sekar Langit sebagai Bahan Ajar Biologi Materi Keanekaragaman Hayati”. Skripsi. Program Studi Pendidikan Biologi Fakultas Keguruan dan Ilmu Pendidikan Universitas Tidar. Pembimbing I Sekar Jati Pamungkas M.Pd., Pembimbing II Muhammad Radian Nur Alamsyah M.Pd. Kata kunci: Modul, Pteridophyta, Air Terjun Sekar Langit, Keanekaragaman Hayati Pteridophyta dapat ditemukan hampir dimanapun. Magelang memiliki beberapa lokasi yang berpotensi sebagai habitat Pteridophyta, salah satunya Air Terjun Sekar Langit. Identifikasi dan pemanfaatan keanekaragaman Pteridophyta di Kawasan Air Terjun Sekar Langit dalam kegiatan pembelajaran belum dilaksanakan. Pemanfaatan lingkungan sekitar dalam pembelajaran biologi dapat meningkatkan hasil belajar dan pemahaman konsep siswa. Bahan ajar yang digunakan dalam pembelajaran biologi juga belum berbasis potensi lokal, sedangkan menurut Permendikbud No. 103 tahun 2014 diharapkan setiap guru biologi dapat menginisiasi pembelajaran biologi yang bersifat kontekstual. Penelitian ini bertujuan untuk mengetahui keanekaragaman jenis Pteridophyta di Kawasan Air Terjun Sekar Langit, mengetahui kelayakan dan keefektifan modul hasil identifikasi Pteridophyta di Kawasan Air Terjun Sekar Langit. Kelayakan modul dilihat berdasarkan aspek materi dan media, serta diperkuat dengan hasil tanggapan guru dan siswa. Penelitian ini dilakukan dengan metode Research and Development (R&D) yang mengacu pada model 4D Thiagarajan. Hasil identifikasi Pteridophyta ditemukan 16 jenis yang termasuk dalam 10 famili. Kelayakan modul secara umum mendapat kategori sangat layak (81,17%) dengan diperkuat dengan hasil tanggapan siswa berada pada kategori sangat layak (82,09%) dan hasil tanggapan guru biologi berada pada kategori sangat layak (88,89%). Sedangkan dari data-data nilai N-Gain siswa 0,69 maka dapat disimpulkan bahwa modul hasil identifikasi Pteridophyta di Kawasan Air Terjun Sekar Langit efektif digunakan sebagai bahan ajar Biologi pada materi Keanekaragaman Hayati.",PRODI_S1_PENDIDIKAN_BIOLOGIFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
12629,SKRIPSI PENGELOLAAN PEMBERIAN BANTUAN SOSIAL TUNAI DARI ANGGARAN PENDAPATAN DAN BELANJA DAERAH (APBD) KABUPATEN PURWOREJO TAHUN ANGGARAN 2021 KEPADA WARGA MASYARAKAT KELURAHAN DI KABUPATEN PURWOREJO YANG TERDAMPAK COVID-19,DELSA OKTRINA,Tidak Tersedia Deskripsi,FAKULTAS_ILMU_SOSIAL_DAN_POLITIKPRODI_S1_ILMU_ADMINISTRASI_NEGARA
12630,SKRIPSI IMPLEMENTASI KEBIJAKAN E-RETRIBUSI SEBAGAI UPAYA OPTIMALISASI PEMBAYARAN NON TUNAI DI PASAR SIDOMUKTI KOTA MAGELANG,RAMADHANI BANGGA RISBANDI,Tidak Tersedia Deskripsi,FAKULTAS_ILMU_SOSIAL_DAN_POLITIKPRODI_S1_ILMU_ADMINISTRASI_NEGARA
12631,TUGAS AKHIR TROUBLESHOOTING SISTEM STARTER ENGINE STAND TYPE L300 DIESEL 4D56,DILA ADITYA,"ABSTRAK Dalam kegiatan praktik mahasiswa Program studi D-III Teknik Mesin memerlukan media mesin sebagai sarana belajar. salah satu diantaranya engine stand type Mitsubishi L300 diesel 4D56 yang mengalami kerusakan sistem setarter di Laboratorium Teknik Mesin Universitas Tidar. Tujuan dari Tugas Akhir ini adalah mengetahui troubleshooting dan prosedur cara perbaikan sistem starter dan mengetahui kinerja sistem starter setelah dilakukan perbaikan. Metode penelitian dilakukan dengan mengidentifikasi troubleshooting sistem starter meliputi diagnosis, pembongkaran dan pengamatan. Penelitian dimulai dengan diagnosis commutator, armature coil, ground tester pada armature coil, kebocoran field coil, kebocoran dan ground test pada field coil, kopling starter dan roda pinion gear, brush, brush holder, tes sirkuit terbuka pull in coil, tes sirkuit hold in coil, dan dilanjutkan ke proses pemeriksaan. Hasil pemeriksaan sistem starter menunjukkan bahwa semua sistem starter masih berfungsi dengan normal. Kata kunci : L300, sistem starter, troubleshooting, diagnosis.",PRODI_D3_TEKNIK_MESINFAKULTAS_FT
12632,TUGAS AKHIR PROSES PELEBURAN BESI COR KELABU (BTK 25) DENGAN MENGGUNAKAN TANUR KUPOLA,ABDUL ZHOHIR SYAMSUL ALAM HADI SUMANTO,"ABSTRAK Besi cor dalam hasil peleburannya memiliki kualitas yang harus dilihat dengan cara pengujian laboratorium untuk mendapatkan nilai yang sesuai standar yang ada. Penelitian ini bertujuan untuk mengetahui bagaimana proses peleburan besi cor kelabu itu diproses hingga menjadi produk besi coran yang nantinya material besi cor kelabu ini akan diuji laboratorium. Proses pengecoran besi cor kelabu diawali dengan pelapisan pada tanur kupola dan kowi dengan bahan tahan api agar tidak rusak akibat dari volume cairan coran yang panas yang tertampung di dalamnya. Bahan yang ditambahkan berupa besi skrap balik, kokas, dan batu kapur yang sudah ditimbang dan diatur komposisinya dengan perbandingan 100 : 30 : 1 dileburkan di dalam tanur kupola bervolume 900 kg dengan temperatur lebur 1100ᵒC-1300ᵒC yang dibantu dengan mesin blower. Keluaran dari tanur kupola berupa cairan coran dan terak yang terpisah sesuai saluran keluarannya. Cairan coran yang tertampung pada kowi bervolume 20 kg akan dituangkan pada cetakan yang telah dibuat sebelumnya. Coran yang telah dingin selanjutnya dikerjakan melalui proses permesinan dan finishing. Hasil dari pengecoran selanjutnya dilakukan pengujian laboratorium. Besi cor kelabu yang telah diuji laboratorium komposisi kimia menunjukkan jenis besi cor kelabu BTK 20. Kekerasan besi cor kelabu dengan metode HRB (Hardness Rockwell skala B) memiliki nilai 96.01 HRB dikonversikan ke HB (Hardness Brinell) memiliki nilai 214,92 HB 1/16”. Impact besi cor kelabu dengan metode impact charpy memiliki nilai 0,03 J/mm2. Kata kunci: besi cor kelabu, kupola, komposisi kimia, kekerasan, impact.",PRODI_D3_TEKNIK_MESINFAKULTAS_FT
12633,SKRIPSI RANCANG BANGUN PROTOTYPE TURBIN PELTON DENGAN VARIASI SUDUT KELUAR SUDU TERHADAP UNJUK KERJA TURBIN,FIKRY HERLAMBANG,"ABSTRAK Penelitian terdahulu menunjukkan bahwa ketika kemiringan nozzle diperbesar akan mengakibatkan penurunan performa pada turbin, selain itu ketika sudut keluar sudu (β2) diperkecil akan meningkatkan efisiensi dari turbin tersebut. Penulis melakukan perancangan dan pengujian sudut keluar sudu (β2) 10°, 15°, 20° dengan kemiringan nozzle 30° yang diharapkan dapat mengurangi turunnya performa turbin ketika sudut nozzle diperbesar. Penelitian dilaksanakan di Desa Kalijoso dengan daya air sebesar 500 watt berdasarkan head sebesar 15 m dan debit air sebesar 0,004 m3/s. Penelitian ini bertujuan untuk mengetahui spesifikasi turbin pelton berdasarkan data awal dan menganalisis pengaruh sudut nozzle 30° dengan variasi sudut keluar sudu (β2) 10°, 15°, 20° terhadap unjuk kerja tubin pelton. Proses pengambilan data dilakukan dengan menghitung kecepatan putaran poros ketika tidak dilakukan pembebanan dan ketika dilakukan pembebanan dengan menggunakan dynamometer prony brake. Dari hasil pengujian akan diketahui daya dan efisiensi turbin tersebut. Dari penelitian ini diperoleh hasil spesifikasi sudu turbin dengan sudu berjumlah 17 buah, lebar 50 mm, tinggi 58 mm, kedalaman 17 mm. Kecepatan putaran turbin untuk masing-masing variasi (β2) 10°, 15°, 20° dengan torsi sebesar 2,35 Nm diperoleh 1392,6 rpm, 1250,8 rpm, 1115 rpm dengan daya teoritis sebesar 342,84 watt, 307,93 watt, 274,5 watt. Kata kunci: turbin pelton, head, debit, sudu, daya",PRODI_S1_TEKNIK_MESINFAKULTAS_FT
12634,SKRIPSI ANALISIS KEMAMPUAN BERPIKIR KREATIF MATEMATIKA DALAM PENYELESAIAN SOAL OPEN ENDED DITINJAU DARI GAYA BERPIKIR SISWA,JAUZA NUR NABILA,"ABSTRAK Nabila, Jauza Nur. 2022. “Analisis Kemampuan Berpikir Kreatif Matematika dalam Penyelesaian Soal Open Ended Ditinjau dari Gaya Berpikir Siswa”. Skripsi. Program Studi Pendidikan Matematika Fakultas Keguruan dan Ilmu Pendidikan Universitas Tidar. Pembimbing I Zuida Ratih Hendrastuti, S.Pd., M.Pd., Pembimbing II Aprilia Nurul Chasanah, S.Pd., M.Pd. Kata Kunci: Gaya Berpikir, Kemampuan Berpikir Kreatif Matematika, Open Ended Penelitian ini didasarkan pada hasil tes kemampuan awal berpikir kreatif matematika dalam penyelesaian soal open ended yaitu sebanyak 39,10% siswa berada pada kreativitas tingkat satu atau kurang kreatif. Faktor yang mempengaruhi adanya perbedaan kemampuan berpikir kreatif matematika siswa antara lain karena adanya perbedaaan cara siswa dalam menyerap dan mengolah sebuah informasi yang dikenal dengan gaya berpikir. Rumusan masalah pada penelitian ini yakni bagaimana kemampuan berpikir kreatif siswa kelas VIII MTs Negeri 2 Kota Magelang dalam penyelesaian soal open ended ditinjau dari gaya berpikir SK, SA, AK, dan AA?. Oleh karena itu, tujuan dari penelitian ini yakni guna menganalisis kemampuan berpikir kreatif siswa kelas VIII MTs Negeri 2 Kota Magelang dalam penyelesaian soal open ended ditinjau dari gaya berpikir SK, SA, AK, dan AA. Metode penelitian yang digunakan merupakan metode deskriptif dengan pendekatan kualitatif. Teknik pengumpulan data yang digunakan yakni observasi, tes awal, angket dan lembar validasi, tes, wawancara, dan dokumentasi. Analisis data yang digunakan adalah analisis gaya berpikir, analisis kemampuan berpikir kreatif, dan analisis data wawancara. Data yang dihasilkan dalam penelitian ini berupa data hasil gaya berpikir, data hasil tes kemampuan berpikir kreatif matematika, serta transkip wawancara. Berdasarkan hal tersebut dihasilkan subjek dengan gaya berpikir SK sebanyak 31,14%, subjek SA sebanyak 16,39%, subjek AK sebanyak 19,67%, dan subjek AA sebanyak 31,14%. Hasil penelitian menunjukkan bahwa kemampuan berpikir kreatif matematika siswa dengan gaya berpikir sekuensial konkret dan acak konkret dikategorikan cukup tinggi dengan rata-rata berpikir kreatif pada tingkat tiga, kemampuan berpikir kreatif matematika siswa dengan gaya berpikir sekuensial abstrak dikategorikan sedang dengan rata-rata berpikir kreatif pada tingkat dua, dan kemampuan berpikir kreatif matematika siswa dengan gaya berpikir acak abstrak dikategorikan rendah dengan rata-rata berpikir kreatif pada tingkat satu.",PRODI_S1_PENDIDIKAN_MATEMATIKAFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
12635,SKRIPSI PENGARUH MODEL PEMBELAJARAN PROBLEM BASED LEARNING TERHADAP KEMAMPUAN LITERASI MATEMATIS DITINJAU DARI GAYA BELAJAR SISWA SMP,VISI ORNAWATI,"ABSTRAK Ornawati, Visi. 2022. “Pengaruh Model Pembelajaran Problem Based Learning Terhadap Kemampuan Literasi Matematis Ditinjau dari Gaya Belajar Siswa SMP”. Skripsi. Program Studi Pendidikan Matematika. Fakultas Keguruan dan Ilmu Pendidikan Universitas Tidar. Pembimbing I Zuida Ratih Hendrastuti, M.Pd., Pembimbing II Yesi Franita, S. Si., M.Sc. Kata Kunci:Gaya Belajar, Kemampuan Literasi Matematis, Problem Based Learning. Kemampuan literasi matematis siswa di SMP Negeri 13 Magelang diperoleh sebanyak 76,7% siswa mempunya kemampuan literasi matematis rendah. Hal ini disebabkan karena siswa kurang aktif saat mengikuti pembelajaran. Kegiatan pembelajaran masih menggunakan model pembelajaran langsung yang mengakibatkan siswa kurang antusias dalam mengikuti kegiatan sehingga siswa juga kesulitan dalam menyerap informasi atau materi yang disampaikan oleh guru. Tujuan dari penelitian ini yakni guna (1) menganalisis siswa yang mendapatkan pembelajaran dengan model pembelajaran Problem Based Learning mempunyai kemampuan literasi matematis lebih baik daripada siswa yang mendapatkan pembelajaran dengan model pembelajaran langsung; (2) mengidentifikasi siswa dengan gaya belajar visual memiliki kemampuan literasi matematis lebih baik daripada siswa dengan gaya belajar auditori maupun kinestetik dan mengidentifikasi siswa dengan gaya belajar auditori memiliki kemampuan literasi lebih baik daripada siswa dengan gaya belajar kinestetik; dan (3) menganalisis interaksi antara model pembelajaran Problem Based Learning dan gaya belajar terhadap kemampuan literasi matematis. Pada penelitian ini menggunakan metode kuantitatif dengan metode penelitian eksperimen. Penelitian ini menggunakan variabel bebas yakni model pembelajaran dan gaya belajar, sedangkan variabel terikat yang digunakan yakni kemampuan literasi matematis. Populasi yang dipakai dalam penelitian ini yakni semua siswa kelas VIII SMP Negeri 13 Magelang, sedangkan pengambilan sampel dilakukan melalui cara cluster random sampling Pengambilan data menggunakan instrumen yang berupa angket gaya belajar dan soal tes kemampuan literasi matematis. Metode analisis data menggunakan analisis varians dua jalan melalui sel tak sama. Hasil penelitian ini menunjukkan bahwa pada kelas eksperimen terdapat 9 siswa gaya belajar auditori, 16 siswa gaya belajar visual serta 6 siswa gaya belajar kinestetik. Sedangkan pada kelas kontrol memiliki 11 siswa gaya belajar auditori, 12 siswa gaya belajar visual, serta 8 siswa gaya belajar kinestetik. Penelitian ini dapat disimpulkan bahwa (1) kemampuan literasi matematis siswa dengan menggunakan model Problem Based Learning lebih baik daripada siswa yang menggunakan model pembelajaran langsung; (2) tidak terdapat perbedaan kemampuan literasi matematis pada siswa dengan gaya belajar auditori, visual, maupun kinestetik; serta (3) tidak terdapat interaksi antara model pembelajaran dan gaya belajar terhadap kemampuan literasi matematis siswa.",PRODI_S1_PENDIDIKAN_MATEMATIKAFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
12636,TUGAS AKHIR PERAWATAN DAN PERBAIKAN SISTEM BAHAN BAKAR PADA ENGINE STAND DIESEL KONVENSIONAL TIPE 4D56,MAULANA RAMADHANI,"ABSTRAK Salah satu perawatan dan perbaikan pada mesin diesel adalah pada sistem bahan bakar mesin. Sistem bahan bakar pada mesin diesel merupakan salah satu sistem yang sangat vital. Hal ini dikarenakan jika sistem bahan bakar bermasalah, maka mesin diesel akan sulit untuk dihidupkan. Tujuan dari penelitian ini adalah untuk mengetahui bagaimana prosedur perawatan dan perbaikan sistem bahan bakar pada engine stand diesel konvensional tipe 4D56 supaya memiliki unjuk kerja yang optimal. Alat yang digunakan pada penelitian ini adalah toolbox dan tachometer laser. Bahan yang digunakan pada penelitian ini adalah engine stand diesel konvensional tipe 4D56. Metode dari penelitian ini adalah melakukan diagnosis, perbaikan dan perawatan pada setiap komponen pada sistem bahan bakar mesin diesel. Hasil dari penelitian ini adalah terdapat kerusakan pada bagian pompa bahan bakar, pompa injeksi, injektor dan busi pemanas. Perbaikan dilakukan pada bagian bagian yang mengalami kerusakan. Cara perbaikan yaitu dengan mengganti komponen-komponen yang mengalami kerusakan. Selanjutnya dilakukan pengujian terhadap putaran mesin pada mesin diesel. Hasil pengujian diketahui bahwa putaran mesin pada kondisi stasioner (langsam) adalah 773,0 rpm, putaran mesin rendah 1300,4 rpm, putaran mesin sedang 1802,8 rpm dan putaran mesin tinggi 2379,2 rpm. Nilai putaran mesin ini sudah sesuai dengan standar spesifikasi pada mesin tersebut yaitu putaran mesin stasioner (langsam) adalah 700-800 rpm, putaran mesin rendah 1300-1500 rpm, putaran mesin sedang 1800-2000 rpm dan putaran mesin tinggi 2300-2500 rpm. Kesimpulan dari penelitian ini adalah perlu adanya perawatan dan perbaikan sistem bahan bakar pada engine stand diesel konvensional tipe 4D56 supaya mendapatkan unjuk kerja mesin yang optimal. Kata kunci : diagnosis, perbaikan, pengujian, perawatan, sistem.",PRODI_D3_TEKNIK_MESINFAKULTAS_FT
12637,SKRIPSI PERANCANGAN SISTEM ENERGI TERBARUKAN PADA TAMBAK UDANG VANAME CILACAP DENGAN METODE HIBRID ENERGI,AHMAD MUSTOFA FAHMI,"ABSTRAK Penggunaan energi listrik di Indonesia mayoritas masih berasal dari energi fossil salah satunya yaitu penggunaan batu – bara pada Pembangkit Listrik Tenaga Uap (PLTU). Penggunaan batu – bara sebagai pembangkit listrik memiliki banyak kelemahan dan dampak negatif salah satunya yaitu harga batu – bara yang tidak stabil karena keterbatasan jumlah serta polusi / emisi yang dihasilkan dari penambangan dan penggunaan batu – bara. Penelitian dilakukan untuk mengatasi permasalahan tersebut dengan memanfaatkan potensi energi terbarukan sesuai dengan target pemerintah Indonesia mencapai bauran energi terbarukan sebesar 23% pada tahun 2025. Penelitian dilakukan dengan melakukan perancangan dan simulasi sistem hibrid energi terbarukan menggunakan aplikasi Homer dengan studi kasus tambak udang vaname milik PT. Lautan Mas Jaya di Kabupaten Cilacap. Penelitian bertujuan untuk memperoleh konfigurasi sistem energi terbarukan paling efisien dari segi ekonomi, emisi dan kelayakan pakai sistem. Hasil dari simulasi menunjukan bahwa konfigurasi on-grid dengan komponen Panel Surya Canadian Solar , Konverter Sinexcel PWG-100 dan grid PLN. Sistem dapat menghasilkan energi listrik sebesar 2.747.249 kWh per tahun yang diproduksi oleh panel surya sebesar 1.131.944 kWh/tahun atau sekitar 41,2 % total produksi dan sisanya dipenuhi dari grid purchase atau pembelian listrik dari PLN sebesar 1.616.255 kWh/tahun. Dari segi emisi, penggunaan sistem tersebut dapat mengurangi emisi Karbon Dioksida (CO2) - 358.625 Kg/Tahun , Sulfur Dioksida (SO2) - 1.555 Kg/Tahun dan Nitrogen Dioksida (NO2) - 761 Kg/tahun.. Sistem tersebut memiliki biaya NPC (Net Present Cost) sebesar 40,7 Miliar Rupiah, initial capital / investasi awal sebesar 7,94 M dan Operation & Maintenance (O&M) sebesar 1,57 M/tahun. Sistem tersebut juga memiliki Cost Of Energy (COE) sebesar 730,28 Rupiah/kWh sehingga lebih murah (-384,35 Rupiah/kWh) dari listrik PLN. Sistem ini diproyeksikan dapat mencapai payback periode dalam 9,2 Tahun jika dibandingkan dengan penggunaan listrik dari PLN. Kata kunci : Homer, hibrid energi, Cost of Energi (COE), emisi, tambak udang.",PRODI_S1_TEKNIK_MESINFAKULTAS_FT
12638,SKRIPSI STUDI KOMPARASI EFEKTIVITAS PENDETEKSIAN SERANGAN DISTRIBUTED DENIAL OF SERVICE (DDOS) PADA JARINGAN KOMPUTER,ADAM ZUKHRUF,"INTISARI Distributed Denial of Service (DDoS) attack merupakan kejahatan internet yang memiliki tujuan untuk menghabiskan sumber daya dari server sehingga server menjadi tidak dapat digunakan. Suricata, Snort dan Wireshark merupakan aplikasi perangkat lunak yang berguna untuk mendeteksi serangan DDoS. Penelitian ini bertujuan untuk mengetahui perbandingan kinerja dari aplikasi snort, suricata dan wireshark dalam mendeteksi serangan Distributed Denial of Service. Parameter perbandingan yang digunakan adalah total serangan yang mampu terdeteksi dan penggunaan memori. Jenis serangan yang digunakan dalam pengujian adalah syn flood dan ping of death. Hasil penelitian yang didapatkan Suricata menjadi aplikasi yang paling efektif dalam penelitian ini dibandingkan dengan snort dan wireshark. Suricata unggul penggunaan memori di dua jenis serangan yang dilakukan dengan persentase penggunaan memori adalah 0.1891 GB (4.975%) saat serangan syn flood dan 0.00114 GB (0.03%) saat serangan ping of death. Suricata juga unggul dalam persentase total jumlah serangan ping of death yang terdeteksi yaitu 86.472%. Kata kunci : ping of death, snort, suricata, syn flood, wireshark",PRODI_S1_TEKNIK_ELEKTROFAKULTAS_FT
12639,"SKRIPSI PENGARUH BEBAN KERJA, STRES KERJA DAN LINGKUNGAN KERJA NON FISIK TERHADAP PENINGKATAN INTENSITAS KEINGINAN KELUAR PADA KARYAWAN PT BPR BANK BAPAS 69 MAGELANG",MUHAMMAD ZAKI LATHIF,Tidak Tersedia Deskripsi,PRODI_S1_MANAJEMENFAKULTAS_FE
12640,TUGAS AKHIR PERANCANGAN DAN PEMBUATAN INSTALASI SISTEM PENGEREMAN KENDARAAN PROTOTYPE DIESEL,RAFI RAHMADANI,"ABSTRAK Sistem rem alat yang digunakan untuk memperlambat dan atau menghentikan laju kendaraan. Penelitian ini bertujuan untuk perancangan, pembuatan, dan perakitan sistem pengereman yang tepat pada kendaraan prototype yang sesuai dengan regulasi Kontes Mobil Hemat Energi (KMHE) dengan pengujian statis dan dinamis. Metode penelitian dilakukan dengan membuat konsep, membuat alat, melakukan pengujian dan pengujian. Hasil dari pengujian ststis pada kemiragn 17° sistem rem depan berfungsi kurang efektif sedangkan rem belakang berfungsi efektif. Untuk pengujian dinamis dijalan datar dengan variabel kecepatan 10 km/jam, 15 km/jam dan 20 km/jam di lakukan tiga kali setiap variabelnya untuk kecepatan 10 km/jam membutuhkan waktu pengereman 0,20 detik dengan jarak pengreman 0,29 meter, untuk kecepatan 15 km/jam membutuhkan waktu pengereman 0,24 detik dengan jarak pengreman 0,51 meter, untuk kecepatan 20 km/jam membutuhkan waktu pengereman 0,26 detik dengan jarak pengreman 0,75 meter. kesimpulan pada penilitan ini sistem rem pada roda depan dan roda belakang sudah terpisah, menggunakan jenis rem cakram hidrolik, pengujian statis rem depan kurang efektif karena menggerakan dua buah kaliper, rem belakang sudah sangat efektif, pengujian dinamis bahwa kecepatan kendaraan tersebut semakin tinggi maka membutuhkan waktu pengereman yang semakin lama. Kata kunci: kendaraan, prototype, diesel.",PRODI_D3_TEKNIK_MESINFAKULTAS_FT
12641,TUGAS AKHIR RANCANG BANGUN SISTEM PENGEREMAN BECAK MOTOR HYBRID UNTIDAR BERBASIS HIDROLIK,WIDI SETIAWAN,"ABSTRAK Penelitian ini bertujuan membuat rancang bangun sistem pengereman berbasis hidroliik dengan tipe 2 cakram (double disc) Tujuan dari penelitian ini yaitu merancang becak listrik dengan sumber energy hybrid. Becak hybrid memiliki bagian-bagian pembangun yang sangat banyak serta kompleks,mulai dari Chasis, kerangka body, kemudi, sistem rem, mesin dan masih banyak lagi. Dengan banyaknya aspek yang terdapat pada becak hybrid hal yang tidak boleh tertinggal dan harus ada adalah salah satunya adalah sistem pengereman (rem). Hasil darri rancang bangun dibuat dan dirakit. Pengujian pada jalan datar sepanjang 100 m dan jalan turunan dengan sudut kemiringan 8º sepanjang 50 m dengan kecepatan 10 km/jam, 15 km/jam, dan 20 km/jam dengan beban 130 kg, dan 230 kg. Pengujian pada jalan datar dengan beban 230 kg dan kecepatan 20 km/jam mendapatkan jarak pengereman 425 cm. Pengujian pada jalan miring dengan beban 230 kg dan kecepatan 20 km/jam mendapatkan jarak pengereman 1125 cm. Hasil dari penelitian sistem rem bekerja dengan baik. Kata kunci : Sistem pengereman, pengujian jalan datar, pengujian jalan miring.",PRODI_D3_TEKNIK_MESINFAKULTAS_FT
12642,TUGAS AKHIR PERANCANGAN DAN PEMBUATAN SISTEM KEMUDI KONVENSIONAL PADA KENDARAAN PROTOTYPE DIESEL,ARIF ZAENAL MUHTAROM,"ABSTRAK Penelitian ini berfokus pada sistem kemudi konvensional pada kendaraan prototype diesel dengan acuan regulasi Kontes Mobil Hemat Energi 2022. Tujuan dari penelitian ini yaitu melakukan perancangan dan pembuatan sistem kemudi konvensional dengan tipe sistem kemudi tiga sudut pada kendaraan prototype diesel. Metode yang digunakan pada laporan akhir ini mengacu pada metode kepustakaan dengan mencari rujukan jurnal dan buku, observasi, evaluasi. Metode pengumpulan data dilakukan dengan melakukan pengujian secara langsung pada sistem kemudi. Hasil penelitian menunjukkan bahwa sistem kemudi konvensinal dengan tipe tiga sudut ini dapat terpasang dengan baik dan sesuai fungsinya. Pembuatan sistem kemudi konvensional ini juga sangat sederhana dan bahanbahannya sangat mudah dicari. Sistem kemudi setelah dilakukan pengujian dan perhitungan mampu berbelok dengan sudut manuver 17,99°-40°dan telah memenuhi regulasi Kontes Mobil Hemat Energi 2022. Kata kunci : sistem kemudi manual, prototype, diesel",PRODI_D3_TEKNIK_MESINFAKULTAS_FT
12643,TUGAS AKHIR PERANCANGAN DAN PEMBUATAN SISTEM KELISTRIKAN PADA KENDARAAN PROTOTYPE DIESEL,AGUNG IRAWAN,"ABSTRAK Penelitian ini berfokus pada sistem kelistrikan pada kendaraan prototype diesel berdasarkan regulasi Kontes Mobil Hemat Energi. Tujuan dari penelitian ini yaitu melakukan perancangan dan pembuatan sistem kelistrikan body dan kelistrikan engine pada kendaraan prototype diesel. Hasil penelitian menunjukan tegangan yang masuk pada klakson, starter, pengisian masing-masing yaitu 11,8 volt, untuk arus pada klakson 4,5 ampere, untuk arus pada starter dan pengisian masing-masing yaitu 5 ampere, sedangkan untuk hambatan pada klakson yaitu 2,62 ohm, untuk hambatan pada starter dan pengisian masing-masing yaitu 2,36 ohm, Daya pada masing-masing sistem, sistem klakson memiliki daya 53,1 watt, sedangkan pada starter dan pengisian masing-masing 59 watt, untuk daya total yaitu sebesar 171,1 watt. Pengujian tekanan suara klakson dilakukan 3 kali dengan jarak masing masing 2 meter menghasilkan rata-rata 100 dB, jarak 4 meter menghasilkan ratarata 87,6 dB dan jarak 6 meter menghasilkan rata-rata 62,3 dB. Kata kunci: sistem kelistrikan, kelistrikan body, kelistrikan engine, kelistrikan prototype.",PRODI_D3_TEKNIK_MESINFAKULTAS_FT
12644,TUGAS AKHIR RANCANG BANGUN RANGKA ENGINE STAND DIESEL JENIS L300,BAYU HARIS NUGROHO,"ABSTRAK Dalam perkembangan pembelajaran media praktik otomotif maka dibuatlah rangka engine stand selalu didesain agar lebih baik dalam hal keamanan rangka adalah kontruksi yang diperhitungan dengan baik dan dilakukan secara benar melalui beberapa prosedur pengerjaan. Menganalisis pengaruh variasi beban terhadap rangka engine stand. Merancang bangun ulang kembali struktur rangka kontruksi engine stand. Hasil dari pembuatan rangka engine stand berkontribusi dalam pengembangan terutama produksi engine stand. Hasil pembuatan rangka engine stand diesel jenis L300 dapat diterapkan untuk memenuhi kebutuhan praktek mesin kendaraan . Engine stand yang sebelumnya rusak maka direkondisi ulang kembali agar berfungsi kembali sebagai objek di bengkel mesin Fakultas Teknik di Universitas Tidar pembuatan desain menggunakan solidworks lalu melakukan simulasi desain rangka menggunakan aplikasi ansys workbench. Selanjutnya dilakukan proses pembuatan rangka dari pengukuran, pemotongan, pengelasan dan pengecatan rangka. Variasi kapasitas beban total 287 kg, 300 kg, 325 kg menghasilkan data berupa batas maksimum deformasi dan batas minimum faktor keamanan. Kontruksi rangka yang telah dibuat dinyatakan sangat aman mampu menahan terhadap beban yang diberikan Kata kunci : Rangka, Engine Stand, Dan Pembebanan",PRODI_D3_TEKNIK_MESINFAKULTAS_FT
