ID,Judul,Penulis,Abstrak,Info_24
12816,"SKRIPSI ANALISIS PENGARUH PENDAPATAN ASLI DAERAH (PAD), DANA ALOKASI UMUM (DAU), DANA ALOKASI KHUSUS (DAK) DAN SISA LEBIH PERHITUNGAN ANGGARAN (SILPA) TERHADAP PRODUK DOMESTIK REGIONAL BRUTO (PDRB) PERKAPITA DI PROVINSI JAWA TENGAH TAHUN 2016-2021",LARAS BUDHI NURANI,Tidak Tersedia Deskripsi,PRODI_S1_EKONOMI_PEMBANGUNANFAKULTAS_FE
12817,SKRIPSI THE CORRELATION BETWEEN GRAMMAR SKILL AND STUDENTS’ SPEAKING ANXIETY IN PUBLIC SPEAKING CLASS IN HIGHER EDUCATION,SONIA FRICILIA SABRINE SIMANJUNTAK,"ABSTRACT Simanjuntak F.S, Sonia. (2022). The Correlation between Grammar Skill and Students’ Speaking Anxiety on Public Speaking Class in Higher Education. A paper. English Department. Faculty of Education and Teacher Training, Universitas Tidar. Supervisor 1 Gilang Fadhilia Arvianti, M.Hum., Supervisor 2 Paulina Besty Fortinasari, M.Hum. Keywords: Grammar Skill, Speaking Anxiety, Correlation Communication skills can be seen in students’ speaking performance in class. Grammar skills and speaking anxiety are among the things that affect students’ speaking performance. Reducing things that hinder speaking performance will improve the students’ communication skills. However, it is unclear how the relationship between grammar skills and students’ speaking anxiety, especially in higher education students. This study aims to determine grammar skills, speaking anxiety, and the correlation between students’ grammar skills and speaking anxiety in the Public Speaking class of the English Department at Universitas Tidar. The study used correlation design in quantitative research. The sample of this research involved 36 students taken from a probability sample in the third semester of the Public Speaking course of the English Department at Universitas Tidar. The data collection techniques for this research are grammar tests and speaking anxiety questionnaires. The data analysis techniques are finding the number of correlations, knowing the significance between two variables, and interpreting the index score of ""r"" product moment correlation (rxy). The finding and discussion of this research showed a correlation between students' grammar skills and speaking anxiety. It is proved by the rxy (-0.411) was higher than the rtable in the degree of significant 5% (0.361). It is considered that the alternative hypothesis (Ha) is accepted, and the null hypothesis (Ho) is rejected. Then the value of rxy is close to -1, which means the relationship between the two variables is strong and has an opposite direction, or the direction of the relationship is negative. In conclusion, there is a significant correlation between grammar skills and speaking anxiety for the third-semester student in the Public Speaking class of the English Department at Universitas Tidar. Based on the finding, it could be summed up that Ha was accepted, and Ho was rejected. Therefore, there was a significant relationship between students’ grammar skills and speaking anxiety in the Public Speaking class of the English Department at Universitas Tidar. In suggestion, the students should pay more attention to the evaluation and learning of grammar so that improving their grammar skills can also be an alternative to reducing the speaking anxiety problems they experience.",PRODI_S1_PENDIDIKAN_BAHASA_INGGRISFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
12818,SKRIPSI GAYA KOMUNIKASI PEMIMPIN PEREMPUAN DI LINGKUNGAN SEKRETARIAT DAERAH KABUPATEN MAGELANG,NOVI NIKMATUL NUR CHASANAH,"ABSTRAK Kesetaraan gender saat ini masih menjadi fokus permasalahan yang dirasakan di Indonesia. Perempuan dan laki-laki dianggap memiliki kedudukan dan strata yang berbeda. Hampir di segala bidang lakilaki menjadi kaum super prioritas dan perempuan menjadi kaum minoritas. Ketidaksetaraan gender menimbulkan beberapa permasalahan, misalnya saja munculnya stereotip atau anggapan negatif bagi kaum perempuan. Stereotype gender salah satunya ialah masalah mengenai kepemimpinan. Laki-laki dianggap kaum yang bijak sehingga bisa untuk memimpin, dan berkebalikan dengan kaum perempuan yang dianggap memiliki sifat lemah dan tidak bisa diandalkan dalam pemimpin suatu organisasi. Fenomena glass ceiling juga muncul karena stereotype yang beredar sehingga perempuan lebih sulit untuk naik jabatan dibandingkan kaum lakilaki. Tujuan dari penelitian ini adalah untuk mengetahui gaya komunikasi pemimpin perempuan di kantor sekretariat daerah kabupaten Magelang. Tipe penelitian yang digunakan dalam penelitian ini adalah jenis penelitian deskriptif kualitatif. Peneliti melakukan wawancara dengan narasumber yang beragam, yaitu eselon II hingga staff, hal ini bertujuan untuk menciptakan kevaliditasan data dan tingkat akurasi yang tinggi serta data yang beragam. Hasil penelitian ini adalah setiap kepemimpinan memiliki gaya komunikasi kepemimpinan yang berbeda serta tidak berdasarkan gender atau lainya, stereotype yang beredar mengenai pemimpin perempuan hanyalah sebuah konstruksi sosial. Kata Kunci : glass ceiling, gender, stereotype , kepemimpinan, komunikasi.",PRODI_S1_ILMU_KOMUNIKASIFAKULTAS_ILMU_SOSIAL_DAN_POLITIK
12819,"SKRIPSI PENGURANGAN KADAR TEMBAGA PADA AIR SUMUR DENGAN METODE ABSORPSI FILTRASI MENGGUNAKAN SABUT KELAPA
Studi Kasus Di Tuksongo, Kecamatan Borobudur, Kabupaten Magelang",ASTERIA MARSHA FIRDAUSY,"INTISARI Kebutuhan air di Desa Tuksongo meningkat dikarenakan banyak sumur gali yang tercemar. Hasil uji kualitas air yang dilakukan di Laboratorium Kesehatan Masyarakat Kota Magelang, didapatkan parameter kimia berupa kandungan Tembaga tidak memenuhi syarat yaitu 2,8 Ntu, untuk meningkatkan kualitas air sumur perlu memilih metode yang tepat. Metode absorpsi filtrasi adalah metode yang digunakan untuk melakukan penyerapan kandungan tembaga. Metode absorpsi mengunakan sabut kelapa sebagai bahan penyerapan, yang dikolaborasi dengan batu kerikil, batu bata, pasir, dan arang. Pembuatannya mengunakan akuarium dengan panjang, dan lebar 30 cm yang disusun dengan bak absorpsi pada bagian atas dan filtrasi bagian bawah. Hasil pengujian kadar tembaga setelah Absorpsi filtrasi yang terbaik didapatkan hasil Filter A sebesar 2,1 mg/l, Filter B sebesar 1,98 mg/l dan Filter C sebesar 1,47 mg/l. Sedangkan, analisis efisiensi penurunan kadar Tembaga pada Filter A sebesar 25 %, kemudian Filter B sebesar 29,2% dan Filter C sebesar 47,5%. Jadi dengan waktu yang relatif lama dan sistem absorpsi yang tebal lebih efisien dalam menurunkan kadar tembaga pada air sumur. Kata kunci : Absorpsi,Filtrasi,Tembaga,Sabut Kelapa",PRODI_S1_TEKNIK_SIPILFAKULTAS_FT
12820,SKRIPSI EFEKTIVITAS MODEL PEMBELAJARAN POE (PREDICT OBSERVE EXPLAIN) TERHADAP KETERAMPILAN PROSES SAINS DAN KEMAMPUAN BERPIKIR KRITIS KELAS VIII PADA MATERI CAHAYA DAN OPTIK DI SMPN 7 MAGELANG,AINUN ZAHRANIA,"ABSTRAK Zahrania, Ainun. 2022. “Efektivitas Model Pembelajaran POE (Predict Observe Explain) terhadap Keterampilan Proses Sains dan Kemampuan Berpikir Kritis Kelas VIII pada Materi Cahaya dan Optik di SMPN 7 Magelang”. Skripsi. Program Studi Pendidikan IPA. Fakultas Keguruan dan Ilmu Pendidikan. Universitas Tidar. Pembimbing I Eli Trisnowati, S.Pd., M.Pd. dan Pembimbing II Riva Ismawati, M.Sc. Kata Kunci: POE, Keterampilan Proses Sains, Berpikir Kritis Pembelajaran IPA tidak hanya berisikan dasar pengertian saja tetapi juga perlu suatu penemuan dan pengembangan pengetahuan. Pembelajaran IPA di SMPN 7 Magelang menghadapi permasalahan yaitu kurang optimalnya keterampilan proses sains (KPS) dan kemampuan berpikir kritis. Hal tersebut dikarenakan guru cenderung memberikan soal-soal latihan dan serangkaian tugas sehingga hanya beberapa siswa yang aktif sedangkan sebagian besar siswa merasa kesulitan untuk menemukan konsep yang sesungguhnya dalam pembelajaran IPA. Penelitian bertujuan untuk mengetahui (1) keefektifan penerapan model pembelajaran POE dalam meningkatkan keterampilan proses sains (2) keefektifan penerapan model pembelajaran POE dalam meningkatkan kemampuan berpikir kritis (3) respon siswa terhadap penerapan model pembelajaran POE pada materi cahaya dan optik. Penelitian ini adalah penelitian kuantitatif dengan desain penelitian quasi experimental research yang menggunakan non equivalent control group design. Penelitian ini dilakukan di SMPN 7 Magelang dengan sampel kelas VIII E sebagai kelas eksperimen dan kelas VIII A sebagai kelas kontrol. Teknik pengambilan sampel yang digunakan yaitu purposive sampling. Pengumpulan data penelitian berupa tes tertulis dan angket respon siswa. Hasil perhitungan nilai effect size di kelas eksperimen diperoleh nilai 0,55 untuk keterampilan proses sains dan 0,66 untuk kemampuan berpikir kritis. Hasil uji effect size tersebut menunjukkan kategori besar, artinya model pembelajaran POE dapat meningkatkan keterampilan proses sains dan kemampuan berpikir kritis siswa.",PRODI_S1_PENDIDIKAN_ILMU_PENGETAHUAN_ALAMFAKULTAS_FKIP
12821,SKRIPSI PENGEMBANGAN MODUL PRAKTIKUM VIRTUAL LABORATORY BERBASIS PROBLEM-BASED LEARNING UNTUK MENINGKATKAN KETERAMPILAN PROSES SAINS SISWA SMP,RIADHUL BADIAH,"ABSTRAK Badi’ah, Riadhul. 2022. Pengembangan Modul Praktikum Virtual Laboratory Berbasis Problem-Based Learning Untuk Meningkatkan Keterampilan Proses Sains Siswa SMP. Skripsi. Program Studi Pendidikan IPA, Fakultas Keguruan dan Ilmu Pendidikan, Universitas Tidar. Pembimbing I Eli Trisnowati, S.Pd., M.Pd., Pembimbing II Siswanto, S.Pd., M.Pd. Kata Kunci: Modul Praktikum, Keterampilan Proses Sains, Problem-Based Learning Latar belakang penelitian pengembangan ini adalah siswa kurang dilatihkan mengenai keterampilan proses sains dalam ketika pembelajaran di sekolah. Selain itu, kurangnya modul pembelajaran daring panduan praktikum yang mengajarkan keterampilan proses sains. Hal ini sesuai dengan kondisi siswa SMP Negeri 2 Kepil berdasarkan wawancara singkat dengan guru mata pelajaran IPA mengungkapkan bahwa keterampilan proses sains siswa SMP Negeri 2 Kepil masih rendah. Modul praktikum virtual laboratory memuat indikator keterampilan proses sains. Berdasarkan penilaian ahli, tujuan penelitian adalah untuk mengetahui kelayakan modul praktikum, mengetahui bagaimana reaksi siswa terhadap penggunaan modul, dan mengetahui pengaruh modul praktikum terhadap keterampilan proses sains siswa. Penelitian ini merupakan penelitian pengembangan (R&D), dengan model pengembangan 4D. Modul diimplementasikan kepada siswa kelas VIII SMP Negeri 2 Kepil. Analisis kelayakan modul dihitung dengan menggunakan Aiken’s, respon siswa dianalisis dan digunakan untuk menilai kepraktisan modul, anlisis pengaruh penggunaan modul terhadap keterampilan proses sains siswa dengan ujit dan N-gain. Hasil validasi mendapatkan total skor rata-rata sebesar 0,861 dengan kategori valid. Respon siswa juga menunjukkan hasil yang positif dengan keseluruhan aspek memperoleh rata-rata kategori sangat baik. Berdasarkan nilai pretest dan posttest yang dihitung menggunakan t-test dan N-Gain dengan taraf signifikansi 0,05, modul praktikum berpengaruh terhadap keterampilan proses sains siswa. Nilai t hitung sebesar 14,890 lebih tinggi dari t tabel dengan nilai 2,009 yang menunjukkan bahwa modul praktikum berpengaruh terhadap keterampilan proses sains siswa. Perhitungan N-Gain menghasilkan nilai 0,548 yang menunjukkan peningkatan sedang pada keterampilan proses sains siswa.",PRODI_S1_PENDIDIKAN_ILMU_PENGETAHUAN_ALAMFAKULTAS_FKIP
12822,"SKRIPSI PENERAPAN MODEL PEMBELAJARAN ERP (ENGAGE, RESEARCH, PRESENT) UNTUK MENINGKATKAN KEMAMPUAN PEMECAHAN MASALAH PADA SISWA SMP",ARINI KUSNA SAROFAH,"ABSTRAK Sarofah, Arini Kusna. 2022. “Penerapan Model Pembelajaran ERP (Engage, Research, Present) Untuk Meningkatkan Kemampuan Pemecahan Masalah Pada Siswa Smp”. Skripsi. Program Studi Pendidikan IPA. Fakultas Keguruan dan Ilmu Pendidikan. Universitas Tidar. Pembimbing I Siswanto, S.Pd., M.Pd., Pembimbing II Nuryunita Dewantari, S.Pd., M.Pd. Kata kunci: kemampuan pemecahan masalah, model ERP, discovery learning Proses pembelajaran IPA masa kini harus melatihkan keterampilan abad 21 salah satunya kemampuan dalam pemecahan masalah (KPM). KPM ialah kemampuan yang esensial harus ada pada tiap siswa karena dalam kehidupannya setiap individu akan mengalami permasalahan yang harus diselesaikan. Kenyataannya kemampuan pemecahan masalah siswa tergolong rendah yang dibuktikan pada hasil TIMSS pada tahun 2015 dimana Indonesia memperoleh skor 397 dimana Indonesia menduduki peringkat keempat dari bawah. Peningkatan kemampuan pemecahan masalah dapat dilaksanakan dengan menerapkan model pembelajaran berbasis riset seperti model pembelajaran ERP. Metode penelitian yang digunakan berupa kuantitatif jenis quasi experimental dengan desain non-equivalent control group design. Bertujuan untuk mengetahui (1) peningkatan KPM siswa setelah diterapkan model pembelajaran ERP pada mata pelajaran IPA (2) respon siswa setelah diterapkannya model pembelajaran ERP. Populasi yang digunakan yaitu semua siswa kelas VII SMPN 1 Tegalrejo dengan sampel yang dipilih kelas VII D sebagai kelas eksperimen dan kelas VII E sebagai kelas kontrol. Instrumen penelitian berupa instrumen tes berbentuk soal essay dan instrumen angket respon siswa. Kedua instrumen tersebut sebelum digunakan akan diuji validitas dan reliabilitasnya. Teknik analisis data berupa uji normalitas, uji homogenitas, uji T dan uji N-Gain. Hasil dari uji T sebesar 0.002 sehingga Ha diterima dan Ho ditolak, dan nilai N-Gain mendapatkan nilai kelas eksperimen sebesar 0.47 berkategori sedang kelas dan kontrol 0.29 berkategori rendah. Hal ini membuktikan bahwa model pembelajaran ERP yang diterapkan mampu meningkatkan KPM siswa lebih tinggi daripada yang menggunakan model pembelajaran discovery learning. Analisis respon siswa terhadap model pembelajaran ERP menunjukkan hasil yang sangat baik dengan persentase rata-rata sebesar 80.75%.",PRODI_S1_PENDIDIKAN_ILMU_PENGETAHUAN_ALAMFAKULTAS_FKIP
12823,SKRIPSI KUALITAS KIMIA SUSU SAPI PERAH DENGAN SUPLEMENTASI PERMEN TERNAK BERBASIS TANAMAN LOKAL,PRAMESTA RIGITA,"INTISARI Kualitas Kimia Susu Sapi Perah dengan Suplementasi Permen Ternak Berbasis Tanaman Lokal Pramesta Rigita [email protected] Tujuan dari penelitian ini untuk mengetahui pengaruh pemberian permen ternak berbasis tanaman lokal terhadap kualitas kimia susu sapi perah Peranakan Friesian Holstein (PFH). Penelitian menggunakan 20 ekor sapi PFH dengan kriteria laktasi ke 2-3, bobot badan 350-550 kg, produksi susu 5-8 L/hari, dan kondisi sehat. Rancangan penelitian menggunakan Rancangan Acak Lengkap (RAL) dengan 4 perlakuan yaitu pemberian permen ternak tanpa tanaman lokal (P0), permen ternak + 20% tepung daun kelor (P1), permen ternak + 20% tepung daun katuk (P2), permen ternak + 20% tepung daun singkong (P3). Setiap perlakuan diulang 5 kali. Pakan menggunakan hijauan rumput gajah dan konsentrat. Permen ternak diberikan dengan cara digantung di atas tempat pakan. Parameter yang diamati yaitu kualitas kimia susu meliputi lemak, laktosa, protein, berat jenis, total padatan, dan bahan kering tanpa lemak (BKTL). Hasil penelitian menunjukkan keempat perlakuan tidak berpengaruh nyata (P>0,05) terhadap parameter yang diamati. Disimpulkan bahwa pemberian permen ternak dengan penambahan berbagai tanaman lokal pada sapi perah PFH laktasi tidak memengaruhi kualitas kimia susu pada masing-masing perlakuan. Kata kunci: kualitas kimia susu, permen ternak, tanaman lokal",PRODI_S1_PETERNAKANFAKULTAS_FAPERTA
12824,"SKRIPSI PENGARUH PAJAK DAERAH, RETRIBUSI DAERAH, DAN DANA PERIMBANGAN TERHADAP KEMANDIRIAN KEUANGAN DAERAH KABUPATEN/KOTA DI PROVINSI JAWA TENGAH TAHUN 2016-2020",FAUZIAH AYU SETYANING TYAS,Tidak Tersedia Deskripsi,PRODI_S1_AKUNTANSIFAKULTAS_FE
12825,"SKRIPSI PERAN BADAN USAHA MILIK DESA (BUMDES) CIPTA MANDIRI DALAM PENGEMBANGAN PARIWISATA DI DESA KARANGANYAR, KECAMATAN BOROBUDUR, KABUPATEN MAGELANG, JAWA TENGAH",SITI AMILIA FITA SARI,Tidak Tersedia Deskripsi,FAKULTAS_ILMU_SOSIAL_DAN_POLITIKPRODI_S1_ILMU_ADMINISTRASI_NEGARA
12826,SKRIPSI IMPLIKATUR PERCAKAPAN DALAM NOVEL SELAMAT TINGGAL KARYA TERE LIYE,YOKO ARDIANSYAH,Tidak Tersedia Deskripsi,PRODI_S1_PENDIDIKAN_BAHASA_DAN_SASTRA_INDONESIAFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
12827,SKRIPSI HUBUNGAN ANTARA KUAT TEKAN TERHADAP BERAT RENCANA BATA INTERLOCK RINGAN DENGAN BAHAN PENGISI PASIR MERAPI,ARNA NUR RARA LAKSMI,"INTISARI Bata ringan adalah bata yang berpori dengan berat jenis lebih ringan dari bata pada umumnya. Sebagai komponen non struktural diperlukan bata beton yang memiliki bobot yang lebih ringan sehingga dapat meningkatkan efisiensi baik bahan, beban struktur maupun pondasi dari bangunan. Untuk itu tercipatalah inovasi pembuatan bata interlock ringan. Penggunaan agregat halus pasir Merapi dan perbedaan berat rencana dalam pembuatan dapat mempengaruhi karakteristik bata interlock ringan. Penelitian dilakukan dengan lima variasi berat rencana yaitu 600 kg/m³, 800 kg/m³, 1000 kg/m³, 1200 kg/m³, 1400 kg/m³ dengan stadart pengujian yang digunakan yaitu SNI 8640-2018. Bata interlock ringan mempunyai dimensi 40x20x10 cm3. Benda uji kuat tekan diambil dari sampel bata interlock ringan yang dipotong kubus dengan dimensi 10x10x10 cm3. Penelitian dilakukan di Laboratorium Material dan Laboratorium Bahan Jurusan Teknik Sipil Fakultas Teknik, Universitas Tidar. Hasil penelitian kuat tekan bata interlock ringan dengan bobot isi kering oven yaitu 733 kg/m³, 814 kg/m³, 1095 kg/m³, 1254 kg/m³,1375 kg/m³ adalah 0,26 MPa; 0,59 MPa; 1,68 MPa; 2,98 MPa; 4,29 MPa, dan penyerapan air sebesar 27,22%; 24,28%; 24,18 %; 23,13%; 22,72%. Nilai kuat tekan tertinggi dan memenuhi SNI 03-0349-1989 pada variasi dengan berat rencana 1400 kg/m³ dengan kuat tekan 4,29 MPa, dan penyerapan air 22,60% dibawah syarat 25%. Kata kunci: bata interlock ringan, bobot isi, kuat tekan, penyerapan air",PRODI_S1_TEKNIK_SIPILFAKULTAS_FT
12828,TUGAS AKHIR PERANCANGAN MESIN PENGAYAK PASIR MENGGUNAKAN SOLIDWORKS,MUHAMAD FIKRI ZAIDAN,"ABSTRAK Pasir adalah material yang penting dalam bidang kontruksi bangunan rumah maupun gedung dan juga dalam proses pengecoran logam. Material pasir yang bercampur dengan krikil dan batu perlu di ayak terlebih dahulu sebelum digunakan sebagai bahan campuran semen dan batu. Tujuan tugas akhir ini yaitu untuk mempermudah para pekerja bangunan melakukan proses pengayakan pasir dengan kapasitas yang besar. Pasir dengan ukuran yang beragam umumnya didapat dari proses pengayakan pasir manual yang membutuhkan waktu yang relatif lama dan menguras tenaga, sehingga perlu dibuat mesin pengayak pasir sehingga meminimalisir penggunaan tenaga manusia dan waktu pengayakan. Perancangan mesin pengayak pasir difokuskan menggunakan software design yaitu solidworks   untuk membuat gambar susunan dan gambar kerja komponen-komponen mesin pengayak pasir. Bagian komponennya antara lain  bak saringan pasir, saringan pasir, poros engkol, jalur pasir dan jalur krikil. Kata kunci : pasir, mesin pengayak pasir, pekerja bangunan",PRODI_D3_TEKNIK_MESINFAKULTAS_FT
12829,SKRIPSI PENGARUH JARAK SPASI ANTAR PAKU TERHADAP KUAT LENTUR BALOK KAYU MAHONI,AYU ANNISA INAYATI,"INTISARI Penerapan utama kayu sebagai sistem struktur bangunan diperlukan adanya sambungan dikarenakan memiliki bentuk struktur yang tidak tersedianya bentang batang kayu yang sangat panjang, sehingga batang-batang kayu tersebut harus melalui proses penyambungan untuk mendapatkan panjang bentang yang direncanakan. Penelitian ini bertujuan untuk mengetahui pengaruh variasi jarak spasi antar paku terhadap kuat lentur balok kayu mahoni sambungan. Metode yang digunakan adalah metode one loading point yang mengacu pada SNI 03-3959-1995 dan ASTM D 4761-02a. Pengujian menggunakan balok kayu mahoni dengan variasi jarak spasi antar paku 10d (2 cm), 20d (4 cm), 30d (6 cm) dan 40d (8 cm). Dimensi benda uji kuat lentur adalah 5x5x76 cm. Pengujian dilaksanakan di Laboratorium Struktur, Jurusan Teknik Sipil, Fakultas Teknik, Universitas Tidar. Hasil pengujian menunjukkan bahwa semakin besar jarak spasi antar paku maka semakin rendah nilai kuat lenturnya. Nilai kuat lentur tertinggi pada variasi A (jarak spasi antar paku 2 cm) sebesar 10,64 MPa, variasi B (jarak spasi antar paku 4 cm) sebesar 7,49 MPa, variasi C (jarak spasi antar paku 6 cm) sebesar 7,37 MPa dan terendah pada variasi D dengan jarak spasi 8 cm sebesar 7,15 MPa. Kata kunci : jarak paku, kayu mahoni, kuat lentur",PRODI_S1_TEKNIK_SIPILFAKULTAS_FT
12830,SKRIPSI THE EFFECTIVENESS OF USING DISCORD’S THREAD FEATURE TO IMPROVE STUDENTS’ DESCRIPTIVE TEXTWRITING SKILLS OF 10TH GRADE SENIOR HIGH SCHOOL STUDENTS,YOLA FATHAN PRATAMA,"ABSTRACT Pratama, Yola Fathan (2023). THE EFFECTIVENESS OF USING DISCORD’S THREAD FEATURE TO IMPROVE STUDENTS’ DESCRIPTIVE TEXT WRITING SKILLS OF 10TH GRADE SENIOR HIGH SCHOOL STUDENTS. A paper. English Department. Faculty of Education and Teacher Training Tidar University. Dr. Sri Sarwanti, S.Pd., M.Hum as the first advisor, Arum Nisma Wulanjani, M.Pd. as the second advisor. Keyword: Online learning, Writing Skill, Discord, Quasi-Experiment, Descriptive Text, Thread Writing as one of the four main skill that must be mastered as a foreign language. Some students don’t have a place to practice in writing frequently. This study was conducted in order to improve student’s writing skill of 10th grader senior high school students by Discord’s thread feature as a media. This research aims by finding the factual data of whether or not Discord’s thread feature is effective in teaching writing descriptive skill 10th grader senior high school students. The objective of this research are finding is there any significance difference in descriptive writing skill between student’s who taught using discord’s thread feature and students who are not, and how significance the difference in descriptive writing skill between student’s who taught using discord’s thread feature and students who are not. The methodology of this research was Quasi-Experiment. The subject of this research was X 1 (control class) and X 3 (experimental class) students of SMAN 2 Magelang in the school year of 2022/2023. Both classes are consisting of 36 students. The writer used pre-test and post-test to collect the data. The test is about making a text of descriptive text with theme of vacation. The finding of this study showed that based on t-test and One-Way Anova with significancy degree 5%, the result of the t-test was 2.915409 while the t-table with significancy degree 5% was 1.66691. Meanwhile the One-Way Anova result was 0.006, it was smaller than significancy degree 5% (0.05). It meant by concluding both t-test and One-Way Anova, there are significance difference in descriptive writing skill between student’s who taught using discord’s thread feature and students who are not. However, the writer also found the percentage of the effectiveness by using Cohen’s d. The result was 0.697278. It was considered as medium effect with 73%.",PRODI_S1_PENDIDIKAN_BAHASA_INGGRISFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
12831,SKRIPSI IMPLEMENTASI ASAS KONTRADIKTUR DELIMITASI DALAM MEWUJUDKAN KEPASTIAN HUKUM TERHADAP PEMEGANG HAK ATAS TANAH DI KABUPATEN PATI,WHELLA BRILIANY NURHIDAYAH,"ABSTRAK Asas kontradiktur delimitasi merupakan asas dalam proses pendaftaran tanah khususnya pada saat pengukuran, dimana pihak pemilik tanah yang berbatasan harus menyaksikan dan menyetujui secara langsung batas bidang tanah yang akan didaftarkan dan diukur. Ketentuan hukum mengenai pendaftaran tanah yang berhubungan dengan pemasangan tanda batas tanah ini telah diselenggarakan oleh pemerintah, namun terjadi permasalahan di Kabupaten Pati. Berkaitan dengan asas kontradiktur delimitasi dan munculnya sengketa karena tidak dilaksanakannya asas tersebut, maka hal tersebut mendorong peneliti untuk melakukan penelitian. Rumusan masalah yang digunakan penelitian ini adalah apa urgensi dari asas kontradiktur delimitasi dalam mewujudkan kepastian hukum terhadap pemegang hak atas tanah di Kabupaten Pati? dan bagaimana implementasi asas kontradiktur delimitasi dalam mewujudkan kepastian hukum terhadap pemegang hak atas tanah di Kabupaten Pati?. Penelitian ini bertujuan untuk menganalisis urgensi asas kontradiktur delimitasi dalam mewujudkan kepastian hukum terhadap pemegang hak atas tanah di Kabupaten Pati dan menganalisis implementasi asas kontradiktur delimitasi dalam mewujudkan kepastian hukum terhadap pemegang hak atas tanah di Kabupaten Pati. Metode pendekatan yang digunakan dalam penelitian hukum ini adalah pendekatan kualitatif dan jenis penelitiannya menggunakan yuridis empiris dengan lokasi penelitian di Kabupaten Pati. Hasil penelitian menunjukkan urgensi dari asas kontradiktur delimitasi dilihat dari alasan dan tujuan yang mendasari terbentuknya asas kontradiktur delimitasi yang dibagi menjadi tiga aspek yaitu aspek filosofis dari asas kontradiktur delimitasi ini adalah sila ke 4 dan 5 Pancasila, aspek sosiologis dari asas kontradiktur delimitasi adalah adanya kebutuhan atas tanah yang meningkat diiringi dengan adanya permasalahan batas tanah, aspek yuridis dari asas kontradiktur delimitasi adalah menjamin kepastian hukum atas data fisik terkait batas tanah dan perlindungan hukum terhadap pemegang hak atas tanah. Implementasi asas kontradiktur delimitasi di Kabupaten Pati sudah berjalan sesuai dengan peraturan perundang-undangan. Simpulan dari penelitian ini yaitu urgensi asas kontradiktur delimitasi yang terdiri dari 3 aspek yaitu aspek filosofis, aspek sosiologis, aspek yuridis dan implementasi asas kontradiktur delimitasi yang dinyatakan sudah sesuai peraturan perundang-undangan. Saran yang dapat diambil dari penelitian ini adalah masyarakat dianjurkan untuk menjaga maupun memelihara batas tanah, serta Badan Pertanahan Nasional Kabupaten Pati diharapkan selalu melaksanakan sosialisasi kepada seluruh masyarakat terkait pentingnya asas kontradiktur delimitasi. Kata kunci: asas kontradiktur delimitasi, kepastian hukum, pemegang hak atas tanah.",PRODI_S1_HUKUMFAKULTAS_ILMU_SOSIAL_DAN_POLITIK
12832,SKRIPSI MATERI AJAR “MENULIS” BIPA LEVEL 1: APLIKASI OBROLAN BERBASIS ROBOT,CHINTIA DEVI OKTA PUTRI,"ABSTRAK Putri, Chintia Devi Okta. 2022. “Materi Ajar “Menulis” BIPA Level 1: Aplikasi Obrolan Berbasis Robot”. Program Studi Pendidikan Bahasa dan Sastra Indonesia. Fakultas Keguruan dan Ilmu Pendidikan. Universitas Tidar. Pembimbing I Prof. Dr. Cahyo Yusuf, M.Pd., Pembimbing II Ayu Wulandari, S.Pd., M.Pd. Penelitian Materi Ajar Menulis BIPA Level 1: Aplikasi Obrolan Berbasis Robot dilatarbelakangi olehadanya program BIPA (Bahasa Indonesia bagi Penutur Asing) yang dilaksanakan oleh Badan Bahasa Kementerian Pendidikan dan Kebudayaan Indonesia. Fenomena menginternasionalkan BIPA diperlukan amateri ajar. Penginternasiolan BIPA diperlukan media yang memudahkan pelajar BIPA dari berbagai negara. Penelitian ini bertujuan untuk memformula materi ajar tentang menulis BIPA Level 1. Materi ajar diformula dengan menggunakan aplikasi obrolan berbasis robot. Sumber data dari penelitian ini ialah Standar Kompetensi (SKL) dan Kurikulum Kursus dan Pelatihan BIPA. Data penelitian ini berupa konstruk menulis yang diturunkan dari SKL dan Kurikulum. Konstruk ini dikembangkan menjadi kisi-kisi sebagai dasar penyusunan materi ajar menulis BIPA Level 1. Data disediakan dengan menggunakan metode baca dengan teknik catat dan teknik triangulasi dengan pengajar BIPA untuk memeroleh keabsahan data. Hasil penelitian ini dideskripsikan sebagai berikut, materi ajar menulis BIPA Level 1 yang diformula berupa perkenalan, arah dan lokasi, serta aktivitas harian. Materi ajar yang disusun, disesuaikan dengan karakteristik serta tingkat kemahiran pelajar BIPA Level 1. Materi ajar ini diimplementasikan dalam aplikasi obrolan berbasis robot. Kata kunci: aplikasi, BIPA, Kurikulum, materi-ajar menulis, Standar Kompetensi Lulusan.",PRODI_S1_PENDIDIKAN_BAHASA_DAN_SASTRA_INDONESIAFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
